track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,spotify_url
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,666,112,G,Major,64,54,81,36,0,11,6,https://open.spotify.com/search/Everybody%20Wants%20To%20Rule%20The%20World%20Tears%20For%20Fears
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,80,65,476,0,14,100,A#,Minor,70,47,52,30,0,6,33,https://open.spotify.com/search/No%20Role%20Modelz%20J.%20Cole
Tattoo,Loreen,1,2023,2,25,2988,59,201660859,74,102,145,18,925,150,D#,Minor,55,30,78,24,0,12,8,https://open.spotify.com/search/Tattoo%20Loreen
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961,19,23,24,3,88,120,F,Minor,84,96,71,18,0,34,17,"https://open.spotify.com/search/Rara%20Vez%20Taiu,%20Milo%20j"
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094,34,90839753,40,58,47,8,203,127,B,Minor,82,89,85,4,0,23,6,"https://open.spotify.com/search/VAGABUNDO%20Sebastian%20Yatra,%20Manuel%20Turizo,%20Beï¿½ï"
august,Taylor Swift,1,2020,7,24,7324,22,607123776,25,81,61,1,44,90,F,Major,51,42,61,53,0,9,3,https://open.spotify.com/search/august%20Taylor%20Swift
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345,19,117,8,1,74,128,A,Minor,75,79,63,33,0,15,4,"https://open.spotify.com/search/LUNA%20Junior%20H,%20Peso%20Pluma"
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784,161,115,246,9,638,143,A,Major,64,31,87,4,4,8,4,"https://open.spotify.com/search/Miracle%20(with%20Ellie%20Goulding)%20Calvin%20Harris,%20Ellie%20Goulding"
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,69,12,38,8,64,139,G#,Major,74,68,68,3,0,26,4,https://open.spotify.com/search/Nonsense%20Sabrina%20Carpenter
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762,21,110,21,9,71,162,A#,Major,49,78,64,19,0,11,4,"https://open.spotify.com/search/Que%20Vuelvas%20Carin%20Leon,%20Grupo%20Frontera"
Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424,8,116,4,3,2,92,,Major,81,39,60,31,0,7,3,https://open.spotify.com/search/Por%20las%20Noches%20Peso%20Pluma
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821,45,69,52,4,3,95,F,Major,87,57,55,10,0,29,7,https://open.spotify.com/search/Feliz%20Cumpleaï¿½ï¿½os%20Fe%20Feid
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826,201,44,"6,551",2,0,146,D,Major,63,88,93,3,0,10,8,"https://open.spotify.com/search/Can't%20Hold%20Us%20(feat.%20Ray%20Dalton)%20Ray%20Dalton,%20Ryan%20Lewis,%20Macklemore"
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122,437,115,"1,212",12,,95,,Major,55,56,82,12,0,34,5,https://open.spotify.com/search/Watermelon%20Sugar%20Harry%20Styles
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893,221,96,"1,078",2,136,115,E,Minor,35,12,30,93,0,10,3,"https://open.spotify.com/search/lovely%20-%20Bonus%20Track%20Billie%20Eilish,%20Khalid"
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503,25,59,32,5,88,128,B,Major,78,59,65,10,0,26,5,"https://open.spotify.com/search/Rauw%20Alejandro:%20Bzrp%20Music%20Sessions,%20Vol.%2056%20Rauw%20Alejandro,%20Bizarrap"
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746,10,126,7,0,148,130,E,Minor,82,69,83,3,0,27,5,https://open.spotify.com/search/Queencard%20(G)I-DLE
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,15,1,22,127,A,Minor,80,74,77,36,0,11,4,https://open.spotify.com/search/OMG%20NewJeans
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874,24,122,282,3,368,150,D,Major,42,20,86,21,0,9,9,https://open.spotify.com/search/Radio%20Lana%20Del%20Rey
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,119,108,254,29,22,122,D,Minor,78,50,63,27,0,9,5,"https://open.spotify.com/search/Shakira:%20Bzrp%20Music%20Sessions,%20Vol.%2053%20Shakira,%20Bizarrap"
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710,30,80,588,1,1,140,,Major,52,20,85,0,0,7,5,https://open.spotify.com/search/505%20Arctic%20Monkeys
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132,31,37,31,0,189,140,,Major,63,22,54,46,0,12,8,"https://open.spotify.com/search/Calling%20(Spider-Man:%20Across%20the%20Spider-Verse)%20(Metro%20Boomin%20&%20Swae%20Lee,%20NAV,%20feat.%20A%20Boogie%20Wit%20da%20Hoodie)%20Swae%20Lee,%20A%20Boogie%20Wit%20da%20Hoodie,%20Metro%20Boomin,%20NAV"
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,176,119,C#,Minor,75,48,53,18,0,18,34,"https://open.spotify.com/search/Trance%20(with%20Travis%20Scott%20&%20Young%20Thug)%20Travis%20Scott,%20Young%20Thug,%20Metro%20Boomin"
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632,3,88,1,0,52,110,G,Minor,76,96,72,32,0,9,4,"https://open.spotify.com/search/Tere%20Vaaste%20(From%20""Zara%20Hatke%20Zara%20Bachke"")%20Sachin-Jigar,%20Shadab%20Faridi,%20Altamash%20Faridi,%20Amitabh%20Bhattacharya,%20Varun%20Jain"
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,https://open.spotify.com/search/Perfect%20Ed%20Sheeran
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,https://open.spotify.com/search/Romantic%20Homicide%20d4vd
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,https://open.spotify.com/search/Believer%20Imagine%20Dragons
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253,6,9,26,1,66,124,D#,Minor,84,65,50,67,0,13,6,"https://open.spotify.com/search/Novo%20Balanï¿½%20Veigh,%20Bvga%20Beatz,%20Supernova%20Ent,%20Prod%20Malax"
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641,5,2,30,2,66,133,B,Minor,93,68,65,42,0,12,25,"https://open.spotify.com/search/Gol%20Bolinha,%20Gol%20Quadrado%202%20Mc%20Pedrinho,%20DJ%20900"
Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,https://open.spotify.com/search/Without%20Me%20Eminem
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388,17,29,26,3,208,97,,Major,79,92,89,5,0,6,5,"https://open.spotify.com/search/QUEMA%20Sog,%20Ryan%20Castro,%20Peso%20Pluma"
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,1,90,F,Minor,59,52,48,38,5,10,11,"https://open.spotify.com/search/Stargirl%20Interlude%20The%20Weeknd,%20Lana%20Del%20Rey"
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788,71,113,99,13,28,80,D#,Minor,65,27,69,8,0,53,4,"https://open.spotify.com/search/Ojitos%20Lindos%20Bomba%20Estï¿½ï¿½reo,%20Bad%20B"
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,107,69,"5,239",0,558,172,A,Major,45,33,59,6,0,8,3,https://open.spotify.com/search/Somewhere%20Only%20We%20Know%20Keane
Those Eyes,New West,1,2019,5,10,1507,14,411747614,24,71,44,1,195,120,E,Major,60,24,35,73,0,31,3,https://open.spotify.com/search/Those%20Eyes%20New%20West
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395,7,71,4,2,13,140,G,Minor,74,96,80,18,0,5,5,https://open.spotify.com/search/El%20Gordo%20Trae%20El%20Mando%20Chino%20Pacas
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544,7,76,3,1,93,128,A,Minor,81,90,77,1,0,9,5,https://open.spotify.com/search/Mi%20Bello%20Angel%20Natanael%20Cano
Bye,Peso Pluma,1,2023,5,26,324,14,95053634,13,110,8,2,60,122,,Major,78,70,81,57,0,10,5,https://open.spotify.com/search/Bye%20Peso%20Pluma
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863,119,81,974,1,503,130,,Major,47,86,92,8,0,5,24,"https://open.spotify.com/search/Danza%20Kuduro%20Don%20Omar,%20Lucenzo"
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632,14,88,66,3,72,160,A,Major,69,61,71,33,0,31,20,"https://open.spotify.com/search/Nosso%20Quadro%20Ana%20Castela,%20AgroPlay"
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,https://open.spotify.com/search/Locked%20Out%20Of%20Heaven%20Bruno%20Mars
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275,4,14,12,5,56,192,B,Major,50,85,52,11,0,28,6,"https://open.spotify.com/search/Un%20Finde%20|%20CROSSOVER%20#2%20Big%20One,%20FMK,%20Ke%20personajes"
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532,81,121,58,1,34,163,,Major,54,40,67,0,0,9,17,"https://open.spotify.com/search/Jimmy%20Cooks%20(feat.%2021%20Savage)%20Drake,%2021%20Savage"
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,https://open.spotify.com/search/Counting%20Stars%20OneRepublic
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,https://open.spotify.com/search/Ghost%20Justin%20Bieber
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,https://open.spotify.com/search/Under%20The%20Influence%20Chris%20Brown
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,19,143,10,6,15,138,G,Minor,78,89,83,10,0,12,5,"https://open.spotify.com/search/PRC%20Natanael%20Cano,%20Peso%20Pluma"
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6,https://open.spotify.com/search/Gasolina%20Daddy%20Yankee
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,"3,631",0,26,104,C#,Major,77,36,63,1,0,36,5,"https://open.spotify.com/search/One%20Dance%20Drake,%20WizKid,%20Kyla"
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,24,101,113,0,40,164,G#,Major,45,24,62,8,0,16,3,https://open.spotify.com/search/Enchanted%20Taylor%20Swift
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,197,115,112,0,200,118,,Major,68,61,82,2,0,50,3,https://open.spotify.com/search/Save%20Your%20Tears%20The%20Weeknd
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,https://open.spotify.com/search/Sure%20Thing%20Miguel
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737,211,74,929,0,129,117,C#,Major,82,73,45,54,0,7,3,https://open.spotify.com/search/Every%20Breath%20You%20Take%20-%20Remastered%202003%20The%20Police
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830,70,82,939,1,162,174,D,Major,45,10,37,97,25,64,4,https://open.spotify.com/search/The%20Night%20We%20Met%20Lord%20Huron
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533,321,91,"4,607",1,58,128,C#,Major,73,60,77,3,0,11,4,"https://open.spotify.com/search/We%20Found%20Love%20Rihanna,%20Calvin%20Harris"
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,https://open.spotify.com/search/When%20I%20Was%20Your%20Man%20Bruno%20Mars
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173,0,0,885,0,0,150,C#,Minor,65,51,55,73,0,14,3,https://open.spotify.com/search/Let%20Me%20Down%20Slowly%20Alec%20Benjamin
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466,17,60,28,1,44,90,A,Minor,60,13,53,4,0,21,4,"https://open.spotify.com/search/Am%20I%20Dreaming%20(Metro%20Boomin%20&%20A$AP%20Rocky,%20Roisee)%20A$AP%20Rocky,%20Metro%20Boomin,%20Roisee"
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,https://open.spotify.com/search/Do%20I%20Wanna%20Know?%20Arctic%20Monkeys
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,https://open.spotify.com/search/Demons%20Imagine%20Dragons
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775,35,102,8,1,117,166,C#,Major,57,84,94,11,0,37,9,https://open.spotify.com/search/ýýýýýýýýýýýý%20YOASOBI
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,https://open.spotify.com/search/Reminder%20The%20Weeknd
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,https://open.spotify.com/search/Shake%20It%20Off%20Taylor%20Swift
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350,54,70,"1,089",2,1,92,D,Major,70,81,63,4,0,8,4,https://open.spotify.com/search/Why'd%20You%20Only%20Call%20Me%20When%20You're%20High?%20Arctic%20Monkeys
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,https://open.spotify.com/search/SNAP%20Rosa%20Linn
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,https://open.spotify.com/search/Shape%20of%20You%20Ed%20Sheeran
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940,60,20,2,0,,120,G#,Major,67,40,52,86,0,12,4,https://open.spotify.com/search/Night%20Changes%20One%20Direction
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,11,84,6,1,30,98,,Major,70,37,54,6,0,9,8,"https://open.spotify.com/search/Fin%20de%20Semana%20Oscar%20Maydon,%20Junior%20H"
Creep,Radiohead,1,1992,9,21,36724,7,1271293243,146,72,"6,807",5,80,92,G,Major,53,12,34,1,0,12,4,https://open.spotify.com/search/Creep%20Radiohead
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,61,0,263,150,A,Major,34,24,56,4,0,11,3,https://open.spotify.com/search/Car's%20Outside%20James%20Arthur
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,790,2,116,94,F,Major,37,17,47,2,46,11,3,https://open.spotify.com/search/Apocalypse%20Cigarettes%20After%20Sex
Cheques,Shubh,1,2023,5,19,67,8,47956378,7,10,0,0,57,90,E,Minor,74,36,63,26,0,27,5,https://open.spotify.com/search/Cheques%20Shubh
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,266,1,39,160,A,Major,54,54,55,67,0,42,11,https://open.spotify.com/search/Pink%20+%20White%20Frank%20Ocean
Circles,Post Malone,1,2019,8,30,19664,16,2132335812,391,73,633,3,37,120,,Major,70,59,75,24,0,9,4,https://open.spotify.com/search/Circles%20Post%20Malone
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668,82,0,"2,946",0,0,109,F,Major,63,46,85,1,0,9,5,https://open.spotify.com/search/Just%20The%20Way%20You%20Are%20Bruno%20Mars
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,187,99,"4,623",1,0,129,E,Minor,57,41,66,63,0,12,5,https://open.spotify.com/search/Take%20Me%20To%20Church%20Hozier
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,21,7,111,157,G,Major,54,75,60,30,0,7,5,"https://open.spotify.com/search/Bebe%20Dame%20Fuerza%20Regida,%20Grupo%20Frontera"
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515,47,90,1,0,7,130,F#,Major,63,49,73,5,0,9,3,https://open.spotify.com/search/You%20Belong%20With%20Me%20(Taylorï¿½ï¿½ï¿½s%20Ve%20Taylor%20Swift
Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836,124,133,139,14,166,107,F,Minor,65,19,72,10,0,13,25,https://open.spotify.com/search/Titi%20Me%20Preguntï¿%20Bad%20Bunny
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206,3,33,3,0,1,146,B,Minor,50,67,89,0,0,19,8,https://open.spotify.com/search/Better%20Than%20Revenge%20(Taylor's%20Version)%20Taylor%20Swift
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,19,0,19,139,A,Minor,48,37,41,32,0,10,10,https://open.spotify.com/search/Shut%20up%20My%20Moms%20Calling%20Hotel%20Ugly
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611,71,37,653,0,167,116,,Major,74,76,70,7,0,13,3,https://open.spotify.com/search/Have%20You%20Ever%20Seen%20The%20Rain?%20Creedence%20Clearwater%20Revival
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,https://open.spotify.com/search/Es%20un%20Secreto%20Plan%20B
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,20,46,21,8,99,170,G#,Minor,62,55,80,15,0,37,7,"https://open.spotify.com/search/POLARIS%20-%20Remix%20Feid,%20Mora,%20Saiko,%20Quevedo"
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,11,1,51,134,F#,Minor,81,18,64,3,0,10,11,https://open.spotify.com/search/Ditto%20NewJeans
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,34,0,"5,108",6,0,84,F#,Minor,57,86,90,2,0,9,5,https://open.spotify.com/search/Take%20On%20Me%20a-ha
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6,"https://open.spotify.com/search/Annihilate%20(Spider-Man:%20Across%20the%20Spider-Verse)%20(Metro%20Boomin%20&%20Swae%20Lee,%20Lil%20Wayne,%20Offset)%20Swae%20Lee,%20Lil%20Wayne,%20Offset,%20Metro%20Boomin"
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,22,18,15,1,0,74,A#,Minor,53,24,67,11,0,10,28,"https://open.spotify.com/search/Angel%20Pt%201%20(feat.%20Jimin%20of%20BTS,%20JVKE%20&%20Muni%20Long)%20Kodak%20Black,%20NLE%20Choppa,%20Muni%20Long,%20JVKE,%20Jimin"
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076,37,50,79,11,31,144,B,Major,75,35,48,84,0,10,12,https://open.spotify.com/search/Acrï¿½ï¿½s%20Shakira
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,12,117,9,5,3,136,B,Minor,77,79,73,15,0,27,10,"https://open.spotify.com/search/AMG%20Natanael%20Cano,%20Gabito%20Ballesteros,%20Peso%20Pluma"
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,6,71,1,0,31,100,E,Major,56,53,55,53,0,12,4,"https://open.spotify.com/search/Phir%20Aur%20Kya%20Chahiye%20(From%20""Zara%20Hatke%20Zara%20Bachke"")%20Arijit%20Singh,%20Sachin-Jigar,%20Amitabha%20Bhattacharya"
S-Class,Stray Kids,1,2023,6,2,290,19,65496046,9,101,5,0,73,105,F,Minor,89,67,78,9,0,7,33,https://open.spotify.com/search/S-Class%20Stray%20Kids
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963,15,15,6,0,0,106,F,Major,67,24,78,15,0,30,4,https://open.spotify.com/search/Hits%20Different%20Taylor%20Swift
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,15,92,21,2,26,132,D,Major,85,53,68,40,0,9,4,"https://open.spotify.com/search/Chanel%20Becky%20G,%20Peso%20Pluma"
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,18,41,5,0,19,120,A,Major,78,5,30,21,0,13,5,"https://open.spotify.com/search/Self%20Love%20(Spider-Man:%20Across%20the%20Spider-Verse)%20(Metro%20Boomin%20&%20Coi%20Leray)%20Metro%20Boomin,%20Coi%20Leray"
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,44,34,25,1,171,155,C#,Major,82,51,39,2,0,9,49,"https://open.spotify.com/search/Area%20Codes%20Kaliii,%20Kaliii"
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133,8,60,4,1,109,129,G#,Major,70,42,43,78,0,11,3,"https://open.spotify.com/search/Abcdario%20Junior%20H,%20Eden%20Muï¿½ï"
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,10,79,2,0,42,135,F,Minor,80,85,74,62,0,8,9,"https://open.spotify.com/search/Obsessed%20Abhijay%20Sharma,%20Riar%20Saab"
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589,5,6,4,1,33,98,A#,Minor,73,45,62,28,0,13,13,"https://open.spotify.com/search/Piï¿½ï¿½man%20Deï¿%20Semicenk,%20Doï¿½ï¿½u%20"
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,20,0,69,124,A,Minor,84,64,39,3,0,11,4,https://open.spotify.com/search/FLOWER%20JISOO
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,5,17,5,0,0,135,A,Minor,77,28,55,18,0,22,15,"https://open.spotify.com/search/All%20The%20Way%20Live%20(Spider-Man:%20Across%20the%20Spider-Verse)%20(Metro%20Boomin%20&%20Future,%20Lil%20Uzi%20Vert)%20Future,%20Lil%20Uzi%20Vert,%20Metro%20Boomin"
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,116,69,107,3,675,107,D,Major,78,39,53,30,0,11,6,https://open.spotify.com/search/Eyes%20Closed%20Ed%20Sheeran
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,114,18,348,96,D,Major,54,25,74,14,0,9,11,"https://open.spotify.com/search/Escapism.%20RAYE,%20070%20Shake"
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,53,10,8,123,G#,Major,71,58,70,30,0,32,19,"https://open.spotify.com/search/La%20Jumpa%20Arcangel,%20Bad%20Bunny"
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,23,21,31,0,0,90,G#,Major,62,7,62,6,0,58,6,"https://open.spotify.com/search/Karma%20(feat.%20Ice%20Spice)%20Taylor%20Swift,%20Ice%20Spice"
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,36,117,F,Minor,72,45,59,14,0,20,21,"https://open.spotify.com/search/Superhero%20(Heroes%20&%20Villains)%20[with%20Future%20&%20Chris%20Brown]%20Future,%20Chris%20Brown,%20Metro%20Boomin"
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,8,78,4,1,1,133,A,Minor,78,90,84,31,0,7,4,"https://open.spotify.com/search/Las%20Morras%20BLESSD,%20Peso%20Pluma"
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,29,65,34,5,3,96,G#,Minor,74,61,83,11,0,35,6,https://open.spotify.com/search/CHORRITO%20PA%20LAS%20ANIMAS%20Feid
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,10,72,8,3,14,149,G#,Major,66,85,60,40,0,14,13,"https://open.spotify.com/search/Ch%20y%20la%20Pizza%20Fuerza%20Regida,%20Natanael%20Cano"
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,1,0,9,0,0,110,F#,Minor,66,32,40,81,0,11,3,"https://open.spotify.com/search/Snow%20On%20The%20Beach%20(feat.%20More%20Lana%20Del%20Rey)%20Lana%20Del%20Rey,%20Taylor%20Swift"
Players,Coi Leray,1,2022,11,30,4096,6,335074782,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16,https://open.spotify.com/search/Players%20Coi%20Leray
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,8,96,5,0,56,105,C#,Major,80,69,78,28,0,11,14,https://open.spotify.com/search/Bite%20Me%20ENHYPEN
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,23,82,6,0,113,134,B,Major,76,61,58,6,0,16,3,"https://open.spotify.com/search/Stand%20By%20Me%20(feat.%20Morgan%20Wallen)%20Lil%20Durk,%20Morgan%20Wallen"
Normal,Feid,1,2022,7,8,2461,36,459276435,47,66,45,5,6,170,E,Minor,71,59,56,4,0,27,12,https://open.spotify.com/search/Normal%20Feid
